 variables = "X","Y","Z","Cp","T","Cfx","Cfy","Cfz","Cf","u","v","w","yplus","PR"
 zone i=          81
  -2.64443800000000       0.000000000000000E+000   1.00000000000000     
   58040.3500270276        1.08054045961890       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   48.1841497110773      -0.751079201437640       0.000000000000000E+000
   508.882017677631        5.06282443270244     
  -2.62802500000000       0.000000000000000E+000   1.00000000000000     
   57507.1951289297        1.07826059244357       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   49.3525013383244      -0.756997645840074       0.000000000000000E+000
   511.307421357232        5.02550359047116     
  -2.61195600000000       0.000000000000000E+000   1.00000000000000     
   56957.4973836752        1.07589727703065       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   50.5339371871394      -0.761344212373654       0.000000000000000E+000
   513.706261074985        4.98702474895864     
  -2.59622800000000       0.000000000000000E+000   1.00000000000000     
   56393.4790825872        1.07345848652128       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   51.7255197860166      -0.764885596581292       0.000000000000000E+000
   516.114990335423        4.94754346855484     
  -2.58083200000000       0.000000000000000E+000   1.00000000000000     
   55813.9887256343        1.07093824274374       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   52.9279469061762      -0.767132956943387       0.000000000000000E+000
   518.487988213447        4.90697914425894     
  -2.56576700000000       0.000000000000000E+000   1.00000000000000     
   55221.8666512000        1.06834735299729       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   54.1372769819348      -0.767681604368169       0.000000000000000E+000
   520.764119921823        4.86553059975441     
  -2.55102400000000       0.000000000000000E+000   1.00000000000000     
   54616.3375480378        1.06568138896372       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   55.3534362007851      -0.766675964007164       0.000000000000000E+000
   522.948796256682        4.82314356325490     
  -2.53660100000000       0.000000000000000E+000   1.00000000000000     
   53999.7210486642        1.06294912811239       0.000000000000000E+000
