variables = "X","Y","Z","HL","rh","u","v","w","p","T", "vor_x","vor_y","vor_z","Vor","Q_cri","Mach"
 zone i=          81  j=          81
-0.722222D+01  0.000000D+00  0.100000D+01 1 0.512898D+01  0.183874D+02  0.338813D-20  0.000000D+00  0.574567D+01  0.112024D+01  0.000000D+00  0.000000D+00 -0.110601D-02  0.110601D-02  0.327589D-05  0.173851D+00
-0.705556D+01  0.000000D+00  0.100000D+01 1 0.512896D+01  0.183864D+02  0.000000D+00  0.000000D+00  0.574564D+01  0.112024D+01  0.000000D+00  0.000000D+00 -0.183015D-07  0.183015D-07 -0.499680D-19  0.173841D+00
-0.689329D+01  0.000000D+00  0.100000D+01 1 0.512899D+01  0.183828D+02  0.000000D+00  0.000000D+00  0.574569D+01  0.112024D+01  0.000000D+00  0.000000D+00 -0.224382D-06  0.224382D-06 -0.398727D-17  0.173807D+00
-0.673549D+01  0.000000D+00  0.100000D+01 1 0.512904D+01  0.183765D+02  0.000000D+00  0.000000D+00  0.574577D+01  0.112024D+01  0.000000D+00  0.000000D+00 -0.736962D-06  0.736962D-06 -0.256067D-16  0.173747D+00
-0.658219D+01  0.000000D+00  0.100000D+01 1 0.512912D+01  0.183679D+02  0.000000D+00  0.000000D+00  0.574589D+01  0.112025D+01  0.000000D+00  0.000000D+00 -0.179719D-05  0.179719D-05 -0.129308D-15  0.173665D+00
-0.643343D+01  0.000000D+00  0.100000D+01 1 0.512922D+01  0.183574D+02  0.000000D+00  0.000000D+00  0.574604D+01  0.112026D+01  0.000000D+00  0.000000D+00 -0.322516D-05  0.322516D-05 -0.348654D-15  0.173566D+00
-0.628921D+01  0.000000D+00  0.100000D+01 1 0.512932D+01  0.183458D+02  0.000000D+00  0.000000D+00  0.574620D+01  0.112027D+01  0.000000D+00  0.000000D+00 -0.506046D-05  0.506046D-05 -0.570522D-15  0.173455D+00
-0.614955D+01  0.000000D+00  0.100000D+01 1 0.512943D+01  0.183331D+02  0.000000D+00  0.000000D+00  0.574637D+01  0.112028D+01  0.000000D+00  0.000000D+00 -0.716979D-05  0.716979D-05 -0.127442D-14  0.173334D+00
-0.601442D+01  0.000000D+00  0.100000D+01 1 0.512954D+01  0.183198D+02  0.000000D+00  0.000000D+00  0.574655D+01  0.112029D+01  0.000000D+00  0.000000D+00 -0.997924D-05  0.997924D-05 -0.244220D-14  0.173208D+00
-0.588380D+01  0.000000D+00  0.100000D+01 1 0.512966D+01  0.183061D+02  0.000000D+00  0.000000D+00  0.574673D+01  0.112030D+01  0.000000D+00  0.000000D+00 -0.130666D-04  0.130666D-04 -0.325403D-14  0.173077D+00
-0.575765D+01  0.000000D+00  0.100000D+01 1 0.512977D+01  0.182921D+02  0.000000D+00  0.000000D+00  0.574692D+01  0.112031D+01  0.000000D+00  0.000000D+00 -0.162452D-04  0.162452D-04 -0.449876D-14  0.172944D+00
-0.563592D+01  0.000000D+00  0.100000D+01 1 0.512989D+01  0.182780D+02  0.000000D+00  0.000000D+00  0.574710D+01  0.112032D+01  0.000000D+00  0.000000D+00 -0.198560D-04  0.198560D-04 -0.746884D-14  0.172810D+00
-0.551857D+01  0.000000D+00  0.100000D+01 1 0.513001D+01  0.182639D+02  0.000000D+00  0.000000D+00  0.574729D+01  0.112033D+01  0.000000D+00  0.000000D+00 -0.238337D-04  0.238337D-04 -0.895429D-14  0.172675D+00
-0.540552D+01  0.000000D+00  0.100000D+01 1 0.513012D+01  0.182497D+02  0.000000D+00  0.000000D+00  0.574747D+01  0.112034D+01  0.000000D+00  0.000000D+00 -0.277267D-04  0.277267D-04 -0.101531D-13  0.172541D+00
-0.529670D+01  0.000000D+00  0.100000D+01 1 0.513024D+01  0.182356D+02  0.000000D+00  0.000000D+00  0.574765D+01  0.112035D+01  0.000000D+00  0.000000D+00 -0.317276D-04  0.317276D-04 -0.142745D-13  0.172407D+00
-0.519203D+01  0.000000D+00  0.100000D+01 1 0.513035D+01  0.182217D+02  0.000000D+00  0.000000D+00  0.574782D+01  0.112036D+01  0.000000D+00  0.000000D+00 -0.357234D-04  0.357234D-04 -0.168561D-13  0.172274D+00
-0.509142D+01  0.000000D+00  0.100000D+01 1 0.513046D+01  0.182081D+02  0.000000D+00  0.000000D+00  0.574799D+01  0.112037D+01  0.000000D+00  0.000000D+00 -0.393691D-04  0.393691D-04 -0.174074D-13  0.172145D+00
-0.499479D+01  0.000000D+00  0.100000D+01 1 0.513056D+01  0.181950D+02  0.000000D+00  0.000000D+00  0.574815D+01  0.112037D+01  0.000000D+00  0.000000D+00 -0.413252D-04  0.413252D-04 -0.170559D-13  0.172021D+00
-0.490204D+01  0.000000D+00  0.100000D+01 1 0.513065D+01  0.181830D+02  0.000000D+00  0.000000D+00  0.574829D+01  0.112038D+01  0.000000D+00  0.000000D+00 -0.414060D-04  0.414060D-04 -0.169627D-13  0.171906D+00
-0.481306D+01  0.000000D+00  0.100000D+01 1 0.513073D+01  0.181724D+02  0.000000D+00  0.000000D+00  0.574842D+01  0.112039D+01  0.000000D+00  0.000000D+00 -0.385187D-04  0.385187D-04 -0.152420D-13  0.171806D+00
