variables = "X","Y","Z","HL","rh","u","v","w","p","T", "vor_x","vor_y","vor_z","Vor","Q_cri","Mach"
 zone i=          81  j=          81
-0.264444D+01  0.000000D+00  0.100000D+01 1 0.468544D+01  0.481841D+02  0.000000D+00  0.000000D+00  0.506282D+01  0.108054D+01  0.000000D+00  0.000000D+00 -0.216024D+00  0.216024D+00  0.437292D+00  0.463868D+00
-0.262803D+01  0.000000D+00  0.100000D+01 1 0.466074D+01  0.493525D+02  0.000000D+00  0.000000D+00  0.502550D+01  0.107826D+01  0.000000D+00  0.000000D+00 -0.371499D+00  0.371499D+00  0.590434D-04  0.475617D+00
-0.261196D+01  0.000000D+00  0.100000D+01 1 0.463521D+01  0.505339D+02  0.000000D+00  0.000000D+00  0.498702D+01  0.107590D+01  0.000000D+00  0.000000D+00 -0.404943D+00  0.404943D+00  0.571550D-04  0.487538D+00
-0.259623D+01  0.000000D+00  0.100000D+01 1 0.460896D+01  0.517255D+02  0.000000D+00  0.000000D+00  0.494754D+01  0.107346D+01  0.000000D+00  0.000000D+00 -0.443858D+00  0.443858D+00  0.437003D-04  0.499600D+00
-0.258083D+01  0.000000D+00  0.100000D+01 1 0.458193D+01  0.529279D+02  0.000000D+00  0.000000D+00  0.490698D+01  0.107094D+01  0.000000D+00  0.000000D+00 -0.469729D+00  0.469729D+00  0.384620D-04  0.511815D+00
-0.256577D+01  0.000000D+00  0.100000D+01 1 0.455424D+01  0.541373D+02  0.000000D+00  0.000000D+00  0.486553D+01  0.106835D+01  0.000000D+00  0.000000D+00 -0.502805D+00  0.502805D+00  0.455747D-04  0.524144D+00
-0.255102D+01  0.000000D+00  0.100000D+01 1 0.452586D+01  0.553534D+02  0.000000D+00  0.000000D+00  0.482314D+01  0.106568D+01  0.000000D+00  0.000000D+00 -0.531182D+00  0.531182D+00  0.525312D-04  0.536588D+00
-0.253660D+01  0.000000D+00  0.100000D+01 1 0.449689D+01  0.565734D+02  0.000000D+00  0.000000D+00  0.477998D+01  0.106295D+01  0.000000D+00  0.000000D+00 -0.561124D+00  0.561124D+00  0.256414D-04  0.549119D+00
-0.252249D+01  0.000000D+00  0.100000D+01 1 0.446728D+01  0.577976D+02  0.000000D+00  0.000000D+00  0.473599D+01  0.106015D+01  0.000000D+00  0.000000D+00 -0.576875D+00  0.576875D+00 -0.301834D-05  0.561743D+00
-0.250869D+01  0.000000D+00  0.100000D+01 1 0.443718D+01  0.590221D+02  0.000000D+00  0.000000D+00  0.469139D+01  0.105729D+01  0.000000D+00  0.000000D+00 -0.590408D+00  0.590408D+00  0.256472D-05  0.574419D+00
-0.249519D+01  0.000000D+00  0.100000D+01 1 0.440660D+01  0.602462D+02  0.000000D+00  0.000000D+00  0.464619D+01  0.105437D+01  0.000000D+00  0.000000D+00 -0.604543D+00  0.604543D+00  0.810183D-05  0.587143D+00
-0.248198D+01  0.000000D+00  0.100000D+01 1 0.437558D+01  0.614679D+02  0.000000D+00  0.000000D+00  0.460048D+01  0.105139D+01  0.000000D+00  0.000000D+00 -0.615455D+00  0.615455D+00 -0.137261D-04  0.599896D+00
