 variables = "X","Y","Z","Cp","T","Cfx","Cfy","Cfz","Cf","u","v","w","yplus","PR"
 zone i=          81
  -1.54481600000000       0.000000000000000E+000   1.00000000000000     
   5012.05405283185       0.740750296767228       7.385248564932457E-017
  0.000000000000000E+000  0.000000000000000E+000  7.385248564932457E-017
   138.945439631395        1.25418358388786       0.000000000000000E+000
   624.522682073863        1.35084377772340     
  -1.51580300000000       0.000000000000000E+000   1.00000000000000     
   4163.10827121703       0.731291220926751       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   140.636532037169        1.30761273039868       0.000000000000000E+000
   624.616252188931        1.29141757402238     
  -1.48628500000000       0.000000000000000E+000   1.00000000000000     
   3347.80027387461       0.721917113628850       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   142.293614474343        1.34815564122207       0.000000000000000E+000
   624.557606964364        1.23434601518033     
  -1.45629200000000       0.000000000000000E+000   1.00000000000000     
   2574.50918683835       0.712733452784887       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   143.898352116579        1.37885722635454       0.000000000000000E+000
   624.395889171781        1.18021564000963     
  -1.42586000000000       0.000000000000000E+000   1.00000000000000     
   1837.25114258233       0.703693518680864       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   145.460740736979        1.40682518822078       0.000000000000000E+000
   624.108687346398        1.12860757779059     
  -1.39502400000000       0.000000000000000E+000   1.00000000000000     
   1141.16892201312       0.694887806938463       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   146.967277532677        1.42208980279778       0.000000000000000E+000
   623.714274278713        1.07988182318054     
  -1.36382200000000       0.000000000000000E+000   1.00000000000000     
   491.765627511308       0.686413441244163       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   148.402854100200        1.42251100129815       0.000000000000000E+000
   623.263066907773        1.03442359333956     
  -1.33229600000000       0.000000000000000E+000   1.00000000000000     
  -111.705927191415       0.678297454274873       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   149.764990609305        1.41347346905316       0.000000000000000E+000
   622.777619527464       0.992180585229765     
  -1.30048600000000       0.000000000000000E+000   1.00000000000000     
  -669.706440176366       0.670571146222305       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   151.050489409543        1.39500450403169       0.000000000000000E+000
   622.279788918409       0.953120549986007     
  -1.26843700000000       0.000000000000000E+000   1.00000000000000     
  -1182.65253550971       0.663267419585640       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   152.255873152509        1.36630524625791       0.000000000000000E+000
   621.792910930795       0.917214323924152     
  -1.23619500000000       0.000000000000000E+000   1.00000000000000     
  -1651.38642838814       0.656412905739049       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   153.378641170015        1.32757424030945       0.000000000000000E+000
   621.333205514825       0.884402951981436     
  -1.20380400000000       0.000000000000000E+000   1.00000000000000     
  -2077.23412344368       0.650026738371895       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   154.417469988182        1.27946017313033       0.000000000000000E+000
   620.922618602783       0.854593613835198     
  -1.17131400000000       0.000000000000000E+000   1.00000000000000     
  -2461.65549136278       0.644124020351378       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   155.371583770595        1.22247861969640       0.000000000000000E+000
   620.586941386240       0.827684118539128     
  -1.13877000000000       0.000000000000000E+000   1.00000000000000     
  -2806.00306877755       0.638719586335950       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   156.240155593556        1.15657645566688       0.000000000000000E+000
   620.342792241116       0.803579788530588     
  -1.10622300000000       0.000000000000000E+000   1.00000000000000     
  -3111.17810526050       0.633832806135679       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   157.021514968232        1.08125048067320       0.000000000000000E+000
   620.203121233661       0.782217536340579     
  -1.07371800000000       0.000000000000000E+000   1.00000000000000     
  -3377.89695984510       0.629483679285378       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   157.713727281385       0.995973394301311       0.000000000000000E+000
   620.191014596569       0.763547216837610     
  -1.04130500000000       0.000000000000000E+000   1.00000000000000     
  -3606.70737338285       0.625692273205359       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   158.314745654932       0.900876634235623       0.000000000000000E+000
   620.334696915122       0.747530488162731     
  -1.00903100000000       0.000000000000000E+000   1.00000000000000     
  -3798.68042072480       0.622466580382451       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   158.824279674242       0.796890609921672       0.000000000000000E+000
   620.652016493537       0.734092375077644     
 -0.976941900000000       0.000000000000000E+000   1.00000000000000     
  -3954.94464627578       0.619810141625460       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   159.242648749523       0.685883695587417       0.000000000000000E+000
   621.145976427027       0.723153879475357     
 -0.945083300000000       0.000000000000000E+000   1.00000000000000     
  -4077.79307819956       0.617701684749788       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   159.573868560568       0.573079977127384       0.000000000000000E+000
   621.802715465455       0.714554489387139     
 -0.913499200000000       0.000000000000000E+000   1.00000000000000     
  -4171.65162871952       0.616078667246405       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   159.828223208140       0.461560633156128       0.000000000000000E+000
   622.615230178361       0.707984390962630     
 -0.882233000000000       0.000000000000000E+000   1.00000000000000     
  -4238.79150144246       0.614911746131226       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   160.010735222017       0.356104724321716       0.000000000000000E+000
   623.581163336301       0.703284599952061     
 -0.851324300000000       0.000000000000000E+000   1.00000000000000     
  -4283.23225181917       0.614136549502668       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   160.131709544790       0.256137486640774       0.000000000000000E+000
   624.659473303451       0.700173747478669     
 -0.820811900000000       0.000000000000000E+000   1.00000000000000     
  -4305.21037817157       0.613753678311105       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   160.191211571341       0.159812586175556       0.000000000000000E+000
   625.852465881250       0.698635278660201     
 -0.790733600000000       0.000000000000000E+000   1.00000000000000     
  -4307.00354740265       0.613724719877538       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   160.195336352687       7.555487761418481E-002  0.000000000000000E+000
   627.147572464530       0.698509756816163     
 -0.761122600000000       0.000000000000000E+000   1.00000000000000     
  -4298.30004886695       0.613878740216349       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   160.171120308738       9.142416488396955E-003  0.000000000000000E+000
   628.466392432110       0.699119001703286     
 -0.732011300000000       0.000000000000000E+000   1.00000000000000     
  -4283.06997016178       0.614147176699018       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   160.129050530018      -4.083775676167424E-002  0.000000000000000E+000
   629.775316201383       0.700185107194493     
 -0.703429300000000       0.000000000000000E+000   1.00000000000000     
  -4262.91775696432       0.614501334580642       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   160.073630043252      -7.789994218689640E-002  0.000000000000000E+000
   631.060480652533       0.701595762094292     
 -0.675402900000000       0.000000000000000E+000   1.00000000000000     
  -4240.04542229181       0.614902282848822       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
   160.010944670029      -0.101605602820724       0.000000000000000E+000
   632.303951055032       0.703196825494102     
