variables = "X","Y","Z","HL","rh","u","v","w","p","T", "vor_x","vor_y","vor_z","Vor","Q_cri","Mach"
 zone i=         101  j=          87
 0.000000D+00  0.000000D+00  0.100000D+01 1 0.116573D+01  0.159270D+03  0.173472D-17  0.000000D+00  0.722324D+00  0.619634D+00  0.000000D+00  0.000000D+00  0.367479D-02  0.367479D-02 -0.110320D-03  0.202478D+01
 0.333000D-02  0.000000D+00  0.100000D+01 1 0.116580D+01  0.159268D+03  0.000000D+00  0.000000D+00  0.722387D+00  0.619650D+00  0.000000D+00  0.000000D+00 -0.454613D-17  0.454613D-17 -0.508316D-38  0.202472D+01
 0.678000D-02  0.000000D+00  0.100000D+01 1 0.116587D+01  0.159266D+03  0.000000D+00  0.000000D+00  0.722451D+00  0.619665D+00  0.000000D+00  0.000000D+00 -0.226451D-17  0.226451D-17  0.000000D+00  0.202467D+01
 0.103000D-01  0.000000D+00  0.100000D+01 1 0.116595D+01  0.159263D+03  0.000000D+00  0.000000D+00  0.722517D+00  0.619681D+00  0.000000D+00  0.000000D+00 -0.110106D-20  0.110106D-20  0.000000D+00  0.202461D+01
 0.140000D-01  0.000000D+00  0.100000D+01 1 0.116603D+01  0.159260D+03  0.000000D+00  0.000000D+00  0.722584D+00  0.619698D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202455D+01
 0.178000D-01  0.000000D+00  0.100000D+01 1 0.116611D+01  0.159258D+03  0.000000D+00  0.000000D+00  0.722653D+00  0.619715D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202449D+01
 0.217000D-01  0.000000D+00  0.100000D+01 1 0.116619D+01  0.159255D+03  0.000000D+00  0.000000D+00  0.722724D+00  0.619732D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202442D+01
 0.258000D-01  0.000000D+00  0.100000D+01 1 0.116627D+01  0.159252D+03  0.000000D+00  0.000000D+00  0.722796D+00  0.619750D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202436D+01
 0.299000D-01  0.000000D+00  0.100000D+01 1 0.116636D+01  0.159249D+03  0.000000D+00  0.000000D+00  0.722869D+00  0.619768D+00  0.000000D+00  0.000000D+00  0.335431D-16  0.335431D-16 -0.442882D-36  0.202430D+01
 0.342000D-01  0.000000D+00  0.100000D+01 1 0.116644D+01  0.159247D+03  0.000000D+00  0.000000D+00  0.722945D+00  0.619786D+00  0.000000D+00  0.000000D+00  0.680307D-16  0.680307D-16  0.284602D-36  0.202423D+01
 0.387000D-01  0.000000D+00  0.100000D+01 1 0.116653D+01  0.159244D+03  0.000000D+00  0.000000D+00  0.723023D+00  0.619805D+00  0.000000D+00  0.000000D+00  0.797793D-18  0.797793D-18  0.218225D-37  0.202416D+01
 0.433000D-01  0.000000D+00  0.100000D+01 1 0.116663D+01  0.159240D+03  0.000000D+00  0.000000D+00  0.723104D+00  0.619825D+00  0.000000D+00  0.000000D+00 -0.672083D-16  0.672083D-16 -0.483384D-36  0.202409D+01
 0.481000D-01  0.000000D+00  0.100000D+01 1 0.116672D+01  0.159237D+03  0.000000D+00  0.000000D+00  0.723186D+00  0.619845D+00  0.000000D+00  0.000000D+00 -0.335976D-16  0.335976D-16  0.170970D-36  0.202401D+01
 0.530000D-01  0.000000D+00  0.100000D+01 1 0.116682D+01  0.159234D+03  0.000000D+00  0.000000D+00  0.723270D+00  0.619866D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202394D+01
 0.580000D-01  0.000000D+00  0.100000D+01 1 0.116692D+01  0.159231D+03  0.000000D+00  0.000000D+00  0.723357D+00  0.619887D+00  0.000000D+00  0.000000D+00  0.322707D-16  0.322707D-16 -0.306995D-36  0.202386D+01
 0.633000D-01  0.000000D+00  0.100000D+01 1 0.116702D+01  0.159227D+03  0.000000D+00  0.000000D+00  0.723446D+00  0.619909D+00  0.000000D+00  0.000000D+00  0.980081D-16  0.980081D-16 -0.131383D-35  0.202378D+01
 0.687000D-01  0.000000D+00  0.100000D+01 1 0.116713D+01  0.159224D+03  0.000000D+00  0.000000D+00  0.723538D+00  0.619931D+00  0.000000D+00  0.000000D+00  0.992523D-16  0.992523D-16  0.000000D+00  0.202370D+01
 0.743000D-01  0.000000D+00  0.100000D+01 1 0.116723D+01  0.159220D+03  0.000000D+00  0.000000D+00  0.723633D+00  0.619955D+00  0.000000D+00  0.000000D+00  0.329759D-16  0.329759D-16  0.128980D-36  0.202362D+01
 0.800000D-01  0.000000D+00  0.100000D+01 1 0.116735D+01  0.159216D+03  0.000000D+00  0.000000D+00  0.723730D+00  0.619978D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202353D+01
 0.860000D-01  0.000000D+00  0.100000D+01 1 0.116746D+01  0.159212D+03  0.000000D+00  0.000000D+00  0.723830D+00  0.620003D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202344D+01
 0.921000D-01  0.000000D+00  0.100000D+01 1 0.116758D+01  0.159208D+03  0.000000D+00  0.000000D+00  0.723934D+00  0.620028D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202335D+01
 0.985000D-01  0.000000D+00  0.100000D+01 1 0.116770D+01  0.159204D+03  0.000000D+00  0.000000D+00  0.724040D+00  0.620054D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202325D+01
 0.105033D+00  0.000000D+00  0.100000D+01 1 0.116783D+01  0.159200D+03  0.000000D+00  0.000000D+00  0.724149D+00  0.620081D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202316D+01
 0.111804D+00  0.000000D+00  0.100000D+01 1 0.116796D+01  0.159196D+03  0.000000D+00  0.000000D+00  0.724262D+00  0.620108D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202306D+01
 0.118798D+00  0.000000D+00  0.100000D+01 1 0.116809D+01  0.159191D+03  0.000000D+00  0.000000D+00  0.724377D+00  0.620137D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202296D+01
 0.126020D+00  0.000000D+00  0.100000D+01 1 0.116823D+01  0.159187D+03  0.000000D+00  0.000000D+00  0.724497D+00  0.620166D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202285D+01
 0.133478D+00  0.000000D+00  0.100000D+01 1 0.116837D+01  0.159182D+03  0.000000D+00  0.000000D+00  0.724619D+00  0.620196D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202274D+01
 0.141179D+00  0.000000D+00  0.100000D+01 1 0.116852D+01  0.159177D+03  0.000000D+00  0.000000D+00  0.724745D+00  0.620227D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202263D+01
 0.149133D+00  0.000000D+00  0.100000D+01 1 0.116867D+01  0.159172D+03  0.000000D+00  0.000000D+00  0.724874D+00  0.620258D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202251D+01
 0.157346D+00  0.000000D+00  0.100000D+01 1 0.116882D+01  0.159167D+03  0.000000D+00  0.000000D+00  0.725007D+00  0.620291D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202240D+01
 0.165827D+00  0.000000D+00  0.100000D+01 1 0.116897D+01  0.159162D+03  0.000000D+00  0.000000D+00  0.725142D+00  0.620324D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202228D+01
 0.174585D+00  0.000000D+00  0.100000D+01 1 0.116913D+01  0.159157D+03  0.000000D+00  0.000000D+00  0.725281D+00  0.620358D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202215D+01
 0.183629D+00  0.000000D+00  0.100000D+01 1 0.116930D+01  0.159151D+03  0.000000D+00  0.000000D+00  0.725422D+00  0.620392D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202203D+01
 0.192969D+00  0.000000D+00  0.100000D+01 1 0.116946D+01  0.159146D+03  0.000000D+00  0.000000D+00  0.725566D+00  0.620427D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.202190D+01
