variables = "X","Y","Z","HL","rh","u","v","w","p","T", "vor_x","vor_y","vor_z","Vor","Q_cri","Mach"
 zone i=         101  j=          87
 0.000000D+00  0.500472D+00  0.100000D+01 1 0.987665D+00  0.138778D-16  0.111022D-15  0.000000D+00  0.986265D+00  0.998583D+00  0.000000D+00  0.000000D+00 -0.137328D+04  0.137328D+04  0.346379D+04  0.112046D-17
 0.333000D-02  0.500585D+00  0.100000D+01 1 0.990152D+00 -0.386795D+00 -0.279072D+01  0.000000D+00  0.989101D+00  0.998937D+00  0.000000D+00  0.000000D+00 -0.617801D+03  0.617801D+03  0.467188D+05  0.282091D-01
 0.678000D-02  0.500701D+00  0.100000D+01 1 0.993489D+00 -0.984586D-01 -0.337128D+01  0.000000D+00  0.992644D+00  0.999150D+00  0.000000D+00  0.000000D+00 -0.683183D+03  0.683183D+03  0.220751D+05  0.337657D-01
 0.103000D-01  0.500820D+00  0.100000D+01 1 0.994837D+00  0.978371D+00 -0.364764D+01  0.000000D+00  0.993760D+00  0.998917D+00  0.000000D+00  0.000000D+00 -0.840250D+03  0.840250D+03  0.254610D+05  0.378132D-01
 0.140000D-01  0.500945D+00  0.100000D+01 1 0.995603D+00  0.234751D+01 -0.384438D+01  0.000000D+00  0.994395D+00  0.998786D+00  0.000000D+00  0.000000D+00 -0.744370D+03  0.744370D+03  0.694244D+04  0.451041D-01
 0.178000D-01  0.501073D+00  0.100000D+01 1 0.996114D+00  0.343853D+01 -0.384655D+01  0.000000D+00  0.994868D+00  0.998749D+00  0.000000D+00  0.000000D+00 -0.486161D+03  0.486161D+03 -0.907653D+04  0.516633D-01
 0.217000D-01  0.501205D+00  0.100000D+01 1 0.996330D+00  0.407751D+01 -0.380625D+01  0.000000D+00  0.995039D+00  0.998705D+00  0.000000D+00  0.000000D+00 -0.334533D+03  0.334533D+03  0.676148D+03  0.558556D-01
 0.258000D-01  0.501343D+00  0.100000D+01 1 0.996337D+00  0.438564D+01 -0.380801D+01  0.000000D+00  0.994998D+00  0.998656D+00  0.000000D+00  0.000000D+00 -0.187109D+03  0.187109D+03 -0.693508D+03  0.581623D-01
 0.299000D-01  0.501481D+00  0.100000D+01 1 0.996424D+00  0.451108D+01 -0.377265D+01  0.000000D+00  0.995082D+00  0.998653D+00  0.000000D+00  0.000000D+00 -0.996635D+02  0.996635D+02 -0.608961D+03  0.588888D-01
 0.342000D-01  0.501626D+00  0.100000D+01 1 0.996463D+00  0.455013D+01 -0.376239D+01  0.000000D+00  0.995110D+00  0.998642D+00  0.000000D+00  0.000000D+00 -0.695275D+02  0.695275D+02  0.190477D+03  0.591241D-01
 0.387000D-01  0.501778D+00  0.100000D+01 1 0.996483D+00  0.453655D+01 -0.377072D+01  0.000000D+00  0.995130D+00  0.998642D+00  0.000000D+00  0.000000D+00 -0.296569D+02  0.296569D+02 -0.201230D+02  0.590727D-01
 0.433000D-01  0.501934D+00  0.100000D+01 1 0.996540D+00  0.448434D+01 -0.376006D+01  0.000000D+00  0.995205D+00  0.998660D+00  0.000000D+00  0.000000D+00  0.770888D+01  0.770888D+01  0.569288D+01  0.586024D-01
 0.481000D-01  0.502096D+00  0.100000D+01 1 0.996546D+00  0.439597D+01 -0.377548D+01  0.000000D+00  0.995208D+00  0.998658D+00  0.000000D+00  0.000000D+00  0.230940D+02  0.230940D+02 -0.165149D+03  0.580276D-01
 0.530000D-01  0.502261D+00  0.100000D+01 1 0.996571D+00  0.428746D+01 -0.378588D+01  0.000000D+00  0.995244D+00  0.998669D+00  0.000000D+00  0.000000D+00  0.511265D+02  0.511265D+02  0.884987D+02  0.572762D-01
 0.580000D-01  0.502430D+00  0.100000D+01 1 0.996580D+00  0.419008D+01 -0.379329D+01  0.000000D+00  0.995271D+00  0.998686D+00  0.000000D+00  0.000000D+00  0.109774D+03  0.109774D+03 -0.467782D+03  0.565982D-01
 0.633000D-01  0.502609D+00  0.100000D+01 1 0.996523D+00  0.411800D+01 -0.381168D+01  0.000000D+00  0.995247D+00  0.998720D+00  0.000000D+00  0.000000D+00  0.354194D+03  0.354194D+03 -0.123226D+02  0.561892D-01
 0.687000D-01  0.502791D+00  0.100000D+01 1 0.996404D+00  0.407928D+01 -0.382935D+01  0.000000D+00  0.995203D+00  0.998795D+00  0.000000D+00  0.000000D+00  0.787993D+03  0.787993D+03 -0.243658D+04  0.560241D-01
 0.743000D-01  0.502980D+00  0.100000D+01 1 0.996175D+00  0.408744D+01 -0.384358D+01  0.000000D+00  0.995114D+00  0.998935D+00  0.000000D+00  0.000000D+00  0.138834D+04  0.138834D+04  0.184607D+04  0.561773D-01
 0.800000D-01  0.503172D+00  0.100000D+01 1 0.995827D+00  0.414943D+01 -0.385327D+01  0.000000D+00  0.994976D+00  0.999146D+00  0.000000D+00  0.000000D+00  0.198914D+04  0.198914D+04 -0.303912D+04  0.566911D-01
 0.860000D-01  0.503375D+00  0.100000D+01 1 0.995366D+00  0.426080D+01 -0.386508D+01  0.000000D+00  0.994779D+00  0.999410D+00  0.000000D+00  0.000000D+00  0.244305D+04  0.244305D+04  0.323225D+04  0.575848D-01
 0.921000D-01  0.503580D+00  0.100000D+01 1 0.994838D+00  0.440944D+01 -0.387061D+01  0.000000D+00  0.994556D+00  0.999717D+00  0.000000D+00  0.000000D+00  0.267187D+04  0.267187D+04  0.313038D+03  0.587229D-01
 0.985000D-01  0.503796D+00  0.100000D+01 1 0.994277D+00  0.457815D+01 -0.387940D+01  0.000000D+00  0.994300D+00  0.100002D+01  0.000000D+00  0.000000D+00  0.272861D+04  0.272861D+04  0.316100D+04  0.600499D-01
 0.105033D+00  0.504017D+00  0.100000D+01 1 0.993722D+00  0.475439D+01 -0.388385D+01  0.000000D+00  0.994046D+00  0.100033D+01  0.000000D+00  0.000000D+00  0.267798D+04  0.267798D+04  0.245428D+04  0.614248D-01
