variables = "X","Y","Z","HL","rh","u","v","w","p","T","vor_x","vor_y","vor_z","Vor","Q_x","Q_y","Q_z","Q_cri"
 zone i=         101  j=          81
 0.100000D+01  0.000000D+00  0.000000D+00 1 0.999882D+00  0.126662D+00 -0.399919D-01  0.000000D+00  0.100002D+01  0.100013D+01  0.000000D+00  0.000000D+00  0.219510D+03  0.219510D+03  0.000000D+00  0.000000D+00 -0.186405D+04 -0.186405D+04
 0.100100D+01  0.000000D+00  0.000000D+00 1 0.999891D+00  0.141753D+00 -0.497824D-01  0.000000D+00  0.100002D+01  0.100013D+01  0.000000D+00  0.000000D+00  0.174613D+03  0.174613D+03  0.000000D+00  0.000000D+00  0.861504D+03  0.861504D+03
 0.100208D+01  0.000000D+00  0.000000D+00 1 0.999871D+00  0.154833D+00 -0.401899D-01  0.000000D+00  0.999982D+00  0.100011D+01  0.000000D+00  0.000000D+00  0.143698D+03  0.143698D+03  0.000000D+00  0.000000D+00  0.502680D+03  0.502680D+03
 0.100325D+01  0.000000D+00  0.000000D+00 1 0.999878D+00  0.167197D+00 -0.332666D-01  0.000000D+00  0.999984D+00  0.100011D+01  0.000000D+00  0.000000D+00  0.112318D+03  0.112318D+03  0.000000D+00  0.000000D+00  0.247207D+03  0.247207D+03
 0.100451D+01  0.000000D+00  0.000000D+00 1 0.999888D+00  0.180099D+00 -0.290653D-01  0.000000D+00  0.999990D+00  0.100010D+01  0.000000D+00  0.000000D+00  0.833089D+02  0.833089D+02  0.000000D+00  0.000000D+00  0.877392D+02  0.877392D+02
 0.100587D+01  0.000000D+00  0.000000D+00 1 0.999896D+00  0.193989D+00 -0.267129D-01  0.000000D+00  0.999994D+00  0.100010D+01  0.000000D+00  0.000000D+00  0.582279D+02  0.582279D+02  0.000000D+00  0.000000D+00  0.375499D+02  0.375499D+02
 0.100735D+01  0.000000D+00  0.000000D+00 1 0.999903D+00  0.208937D+00 -0.248681D-01  0.000000D+00  0.999997D+00  0.100009D+01  0.000000D+00  0.000000D+00  0.363859D+02  0.363859D+02  0.000000D+00  0.000000D+00  0.209201D+02  0.209201D+02
 0.100894D+01  0.000000D+00  0.000000D+00 1 0.999909D+00  0.224814D+00 -0.229881D-01  0.000000D+00  0.100000D+01  0.100009D+01  0.000000D+00  0.000000D+00  0.171988D+02  0.171988D+02  0.000000D+00  0.000000D+00  0.939520D+01  0.939520D+01
 0.101066D+01  0.000000D+00  0.000000D+00 1 0.999916D+00  0.241327D+00 -0.212785D-01  0.000000D+00  0.100000D+01  0.100009D+01  0.000000D+00  0.000000D+00  0.372531D+00  0.372531D+00  0.000000D+00  0.000000D+00 -0.188165D+00 -0.188165D+00
 0.101252D+01  0.000000D+00  0.000000D+00 1 0.999923D+00  0.258096D+00 -0.197597D-01  0.000000D+00  0.100001D+01  0.100008D+01  0.000000D+00  0.000000D+00 -0.130892D+02  0.130892D+02  0.000000D+00  0.000000D+00 -0.560282D+01 -0.560282D+01
 0.101453D+01  0.000000D+00  0.000000D+00 1 0.999930D+00  0.274856D+00 -0.181345D-01  0.000000D+00  0.100001D+01  0.100008D+01  0.000000D+00  0.000000D+00 -0.234531D+02  0.234531D+02  0.000000D+00  0.000000D+00 -0.983123D+01 -0.983123D+01
 0.101671D+01  0.000000D+00  0.000000D+00 1 0.999938D+00  0.291512D+00 -0.164619D-01  0.000000D+00  0.100001D+01  0.100008D+01  0.000000D+00  0.000000D+00 -0.310262D+02  0.310262D+02  0.000000D+00  0.000000D+00 -0.116308D+02 -0.116308D+02
 0.101905D+01  0.000000D+00  0.000000D+00 1 0.999945D+00  0.308012D+00 -0.148828D-01  0.000000D+00  0.100002D+01  0.100007D+01  0.000000D+00  0.000000D+00 -0.359502D+02  0.359502D+02  0.000000D+00  0.000000D+00 -0.112867D+02 -0.112867D+02
 0.102159D+01  0.000000D+00  0.000000D+00 1 0.999951D+00  0.324340D+00 -0.133676D-01  0.000000D+00  0.100002D+01  0.100007D+01  0.000000D+00  0.000000D+00 -0.385470D+02  0.385470D+02  0.000000D+00  0.000000D+00 -0.113214D+02 -0.113214D+02
 0.102433D+01  0.000000D+00  0.000000D+00 1 0.999958D+00  0.340554D+00 -0.118268D-01  0.000000D+00  0.100002D+01  0.100006D+01  0.000000D+00  0.000000D+00 -0.393505D+02  0.393505D+02  0.000000D+00  0.000000D+00 -0.109013D+02 -0.109013D+02
 0.102729D+01  0.000000D+00  0.000000D+00 1 0.999964D+00  0.356734D+00 -0.102530D-01  0.000000D+00  0.100002D+01  0.100006D+01  0.000000D+00  0.000000D+00 -0.387200D+02  0.387200D+02  0.000000D+00  0.000000D+00 -0.101438D+02 -0.101438D+02
 0.103050D+01  0.000000D+00  0.000000D+00 1 0.999970D+00  0.372944D+00 -0.857411D-02  0.000000D+00  0.100002D+01  0.100005D+01  0.000000D+00  0.000000D+00 -0.369840D+02  0.369840D+02  0.000000D+00  0.000000D+00 -0.996230D+01 -0.996230D+01
 0.103396D+01  0.000000D+00  0.000000D+00 1 0.999976D+00  0.389232D+00 -0.670556D-02  0.000000D+00  0.100003D+01  0.100005D+01  0.000000D+00  0.000000D+00 -0.344829D+02  0.344829D+02  0.000000D+00  0.000000D+00 -0.960338D+01 -0.960338D+01
 0.103770D+01  0.000000D+00  0.000000D+00 1 0.999981D+00  0.405618D+00 -0.463862D-02  0.000000D+00  0.100003D+01  0.100005D+01  0.000000D+00  0.000000D+00 -0.314469D+02  0.314469D+02  0.000000D+00  0.000000D+00 -0.891178D+01 -0.891178D+01
 0.104174D+01  0.000000D+00  0.000000D+00 1 0.999985D+00  0.422083D+00 -0.239187D-02  0.000000D+00  0.100003D+01  0.100004D+01  0.000000D+00  0.000000D+00 -0.281018D+02  0.281018D+02  0.000000D+00  0.000000D+00 -0.795454D+01 -0.795454D+01
 0.104610D+01  0.000000D+00  0.000000D+00 1 0.999989D+00  0.438609D+00 -0.662137D-05  0.000000D+00  0.100003D+01  0.100004D+01  0.000000D+00  0.000000D+00 -0.246510D+02  0.246510D+02  0.000000D+00  0.000000D+00 -0.677504D+01 -0.677504D+01
