variables = "Iteration", "CPU seconds","Wall clock","L_2 norm of density","C_L","C_DT","C_DP","C_DF","C_M","L_2 norm of k", "L_2 norm of `e"
      1      0.0      0.1   0.100000D+01      2.362025      3.202395      3.096029      0.106366     -2.780957   0.100000D+01   0.100000D+01
      2      0.0      0.1   0.769104D+00      3.608885      4.937390      4.831092      0.106298     -4.274920   0.975684D+00   0.454866D+00
      3      0.0      0.2   0.664305D+00      4.241440      5.905722      5.799503      0.106219     -5.064350   0.936817D+00   0.268641D+00
      4      0.0      0.2   0.599267D+00      4.551214      6.434105      6.327972      0.106133     -5.475225   0.901598D+00   0.180878D+00
      5      0.0      0.3   0.560276D+00      4.700770      6.703687      6.597644      0.106043     -5.682749   0.869631D+00   0.141851D+00
      6      0.0      0.4   0.534248D+00      4.774280      6.819658      6.713707      0.105951     -5.783499   0.840323D+00   0.125067D+00
      7      0.0      0.4   0.512028D+00      4.822997      6.844208      6.738350      0.105858     -5.828342   0.813004D+00   0.118257D+00
      8      0.0      0.5   0.491446D+00      4.868392      6.818635      6.712872      0.105763     -5.845377   0.787449D+00   0.115239D+00
      9      0.0      0.6   0.471902D+00      4.908037      6.772347      6.666679      0.105667     -5.850437   0.763358D+00   0.113316D+00
     10      0.0      0.6   0.453825D+00      4.934042      6.726071      6.620500      0.105571     -5.851777   0.740706D+00   0.112281D+00
     11      0.0      0.7   0.436799D+00      4.944252      6.692144      6.586669      0.105475     -5.853023   0.719398D+00   0.111786D+00
     12      0.0      0.8   0.421822D+00      4.943449      6.667864      6.562485      0.105379     -5.853523   0.699362D+00   0.111721D+00
     13      0.0      0.8   0.407798D+00      4.937672      6.647678      6.542396      0.105282     -5.852088   0.680433D+00   0.111636D+00
     14      0.0      0.9   0.394534D+00      4.931346      6.627430      6.522244      0.105185     -5.848428   0.662527D+00   0.111404D+00
     15      0.0      1.0   0.382010D+00      4.925998      6.605504      6.500416      0.105088     -5.843070   0.645567D+00   0.110955D+00
     16      0.0      1.0   0.369901D+00      4.922468      6.580517      6.475526      0.104991     -5.836815   0.629496D+00   0.110395D+00
     17      0.0      1.1   0.358702D+00      4.920462      6.552914      6.448020      0.104894     -5.830473   0.614234D+00   0.109728D+00
     18      0.0      1.2   0.348136D+00      4.919190      6.523814      6.419018      0.104796     -5.824395   0.599725D+00   0.109012D+00
     19      0.0      1.2   0.338149D+00      4.917800      6.494197      6.389498      0.104699     -5.818480   0.585911D+00   0.108297D+00
     20      0.0      1.3   0.328610D+00      4.915925      6.464648      6.360047      0.104601     -5.812556   0.572736D+00   0.107610D+00
     21      0.0      1.3   0.319501D+00      4.913692      6.435210      6.330707      0.104503     -5.806435   0.560142D+00   0.106939D+00
     22      0.0      1.4   0.310818D+00      4.911323      6.405697      6.301293      0.104405     -5.799981   0.548117D+00   0.106261D+00
     23      0.0      1.5   0.302582D+00      4.909051      6.375866      6.271559      0.104307     -5.793141   0.536600D+00   0.105566D+00
     24      0.0      1.5   0.294683D+00      4.907020      6.345552      6.241344      0.104208     -5.785943   0.525580D+00   0.104848D+00
     25      0.0      1.6   0.287161D+00      4.905219      6.314720      6.210611      0.104110     -5.778446   0.515008D+00   0.104110D+00
     26      0.0      1.7   0.279926D+00      4.903578      6.283371      6.179360      0.104011     -5.770689   0.504862D+00   0.103355D+00
     27      0.0      1.7   0.273024D+00      4.902038      6.251541      6.147629      0.103912     -5.762680   0.495123D+00   0.102587D+00
     28      0.0      1.8   0.266426D+00      4.900578      6.219272      6.115460      0.103813     -5.754402   0.485749D+00   0.101807D+00
     29      0.0      1.9   0.260108D+00      4.899216      6.186579      6.082865      0.103714     -5.745822   0.476737D+00   0.101018D+00
     30      0.0      1.9   0.254068D+00      4.897995      6.153459      6.049845      0.103614     -5.736910   0.468063D+00   0.100220D+00
     31      0.0      2.0   0.248260D+00      4.896953      6.119890      6.016376      0.103515     -5.727641   0.459691D+00   0.994107D-01
     32      0.0      2.1   0.242718D+00      4.896101      6.085846      5.982431      0.103415     -5.718000   0.451628D+00   0.985911D-01
     33      1.0      2.1   0.237387D+00      4.895434      6.051315      5.948000      0.103315     -5.707980   0.443852D+00   0.977603D-01
     34      1.0      2.2   0.232308D+00      4.894933      6.016302      5.913087      0.103215     -5.697576   0.436333D+00   0.969191D-01
     35      1.0      2.3   0.227419D+00      4.894582      5.980820      5.877706      0.103115     -5.686784   0.429071D+00   0.960681D-01
     36      1.0      2.3   0.222747D+00      4.894367      5.944885      5.841871      0.103014     -5.675594   0.422060D+00   0.952083D-01
     37      1.0      2.4   0.218277D+00      4.894281      5.908509      5.805595      0.102913     -5.663993   0.415279D+00   0.943412D-01
     38      1.0      2.4   0.213974D+00      4.894324      5.871694      5.768881      0.102813     -5.651966   0.408707D+00   0.934678D-01
     39      1.0      2.5   0.209874D+00      4.894502      5.834440      5.731728      0.102712     -5.639499   0.402346D+00   0.925878D-01
     40      1.0      2.6   0.205931D+00      4.894816      5.796741      5.694130      0.102610     -5.626581   0.396192D+00   0.917010D-01
     41      1.0      2.6   0.202159D+00      4.895267      5.758590      5.656081      0.102509     -5.613198   0.390228D+00   0.908079D-01
     42      1.0      2.7   0.198550D+00      4.895850      5.719977      5.617570      0.102408     -5.599340   0.384436D+00   0.899093D-01
     43      1.0      2.8   0.195083D+00      4.896561      5.680896      5.578590      0.102306     -5.584993   0.378812D+00   0.890052D-01
     44      1.0      2.8   0.191774D+00      4.897394      5.641343      5.539139      0.102204     -5.570144   0.373359D+00   0.880962D-01
     45      1.0      2.9   0.188585D+00      4.898345      5.601315      5.499213      0.102102     -5.554778   0.368065D+00   0.871830D-01
     46      1.0      3.0   0.185548D+00      4.899414      5.560815      5.458815      0.102000     -5.538882   0.362923D+00   0.862665D-01
     47      1.0      3.0   0.182639D+00      4.900601      5.519844      5.417946      0.101898     -5.522443   0.357914D+00   0.853463D-01
     48      1.0      3.1   0.179833D+00      4.901903      5.478402      5.376606      0.101795     -5.505445   0.353040D+00   0.844231D-01
     49      1.0      3.2   0.177165D+00      4.903315      5.436488      5.334795      0.101693     -5.487873   0.348293D+00   0.834980D-01
     50      1.0      3.2   0.174603D+00      4.904835      5.394103      5.292513      0.101590     -5.469717   0.343665D+00   0.825717D-01
     51      1.0      3.3   0.172144D+00      4.906453      5.351245      5.249758      0.101487     -5.450962   0.339149D+00   0.816438D-01
     52      1.0      3.4   0.169797D+00      4.908164      5.307912      5.206528      0.101384     -5.431595   0.334742D+00   0.807143D-01
     53      1.0      3.4   0.167541D+00      4.909955      5.264098      5.162817      0.101281     -5.411599   0.330442D+00   0.797840D-01
     54      1.0      3.5   0.165392D+00      4.911823      5.219794      5.118616      0.101178     -5.390964   0.326250D+00   0.788543D-01
     55      1.0      3.5   0.163325D+00      4.913761      5.174993      5.073919      0.101074     -5.369675   0.322173D+00   0.779249D-01
     56      1.0      3.6   0.161340D+00      4.915762      5.129692      5.028722      0.100971     -5.347718   0.318217D+00   0.769961D-01
     57      1.0      3.7   0.159452D+00      4.917814      5.083888      4.983021      0.100867     -5.325081   0.314377D+00   0.760685D-01
     58      1.0      3.7   0.157638D+00      4.919913      5.037580      4.936817      0.100763     -5.301753   0.310648D+00   0.751426D-01
     59      1.0      3.8   0.155892D+00      4.922050      4.990769      4.890110      0.100659     -5.277722   0.307027D+00   0.742182D-01
