variables = "X","Y","Z","HL","rh","u","v","w","p","T","vor_x","vor_y","vor_z","Vor","Q_x","Q_y","Q_z","Q_cri"
 zone i=         101  j=          81
 0.300000D+02  0.000000D+00  0.000000D+00 1 0.100002D+01  0.952602D+00  0.314032D+00  0.000000D+00  0.100002D+01  0.100001D+01  0.000000D+00  0.000000D+00  0.552663D-02  0.552663D-02  0.000000D+00  0.000000D+00 -0.239583D-05 -0.239583D-05
 0.278343D+02  0.000000D+00  0.000000D+00 1 0.100000D+01  0.955009D+00  0.312394D+00  0.000000D+00  0.100000D+01  0.100000D+01  0.000000D+00  0.000000D+00  0.971096D-02  0.971096D-02  0.000000D+00  0.000000D+00  0.640232D-05  0.640232D-05
 0.258303D+02  0.000000D+00  0.000000D+00 1 0.100001D+01  0.959479D+00  0.309146D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.571183D-02  0.571183D-02  0.000000D+00  0.000000D+00 -0.616800D-05 -0.616800D-05
 0.239758D+02  0.000000D+00  0.000000D+00 1 0.100001D+01  0.964482D+00  0.306386D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.686973D-01  0.686973D-01  0.000000D+00  0.000000D+00 -0.451979D-04 -0.451979D-04
 0.222598D+02  0.000000D+00  0.000000D+00 1 0.100001D+01  0.968836D+00  0.304285D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.151724D+00  0.151724D+00  0.000000D+00  0.000000D+00 -0.880132D-04 -0.880132D-04
 0.206719D+02  0.000000D+00  0.000000D+00 1 0.100001D+01  0.972376D+00  0.302475D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.233725D+00  0.233725D+00  0.000000D+00  0.000000D+00 -0.132338D-03 -0.132338D-03
 0.192025D+02  0.000000D+00  0.000000D+00 1 0.100001D+01  0.975391D+00  0.300827D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.328630D+00  0.328630D+00  0.000000D+00  0.000000D+00 -0.184061D-03 -0.184061D-03
 0.178428D+02  0.000000D+00  0.000000D+00 1 0.100001D+01  0.978046D+00  0.299269D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.434065D+00  0.434065D+00  0.000000D+00  0.000000D+00 -0.256280D-03 -0.256280D-03
 0.165846D+02  0.000000D+00  0.000000D+00 1 0.100001D+01  0.980431D+00  0.297677D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.549936D+00  0.549936D+00  0.000000D+00  0.000000D+00 -0.375003D-03 -0.375003D-03
 0.154203D+02  0.000000D+00  0.000000D+00 1 0.100001D+01  0.982586D+00  0.295972D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.676595D+00  0.676595D+00  0.000000D+00  0.000000D+00 -0.534147D-03 -0.534147D-03
 0.143429D+02  0.000000D+00  0.000000D+00 1 0.100001D+01  0.984535D+00  0.294172D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.811933D+00  0.811933D+00  0.000000D+00  0.000000D+00 -0.722203D-03 -0.722203D-03
 0.133460D+02  0.000000D+00  0.000000D+00 1 0.100001D+01  0.986302D+00  0.292304D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.956084D+00  0.956084D+00  0.000000D+00  0.000000D+00 -0.948185D-03 -0.948185D-03
 0.124235D+02  0.000000D+00  0.000000D+00 1 0.100001D+01  0.987903D+00  0.290389D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.111030D+01  0.111030D+01  0.000000D+00  0.000000D+00 -0.121260D-02 -0.121260D-02
 0.115698D+02  0.000000D+00  0.000000D+00 1 0.100001D+01  0.989335D+00  0.288446D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.127384D+01  0.127384D+01  0.000000D+00  0.000000D+00 -0.151892D-02 -0.151892D-02
 0.107799D+02  0.000000D+00  0.000000D+00 1 0.100001D+01  0.990593D+00  0.286482D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.144247D+01  0.144247D+01  0.000000D+00  0.000000D+00 -0.187920D-02 -0.187920D-02
 0.100489D+02  0.000000D+00  0.000000D+00 1 0.100001D+01  0.991674D+00  0.284498D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.161201D+01  0.161201D+01  0.000000D+00  0.000000D+00 -0.229158D-02 -0.229158D-02
 0.937250D+01  0.000000D+00  0.000000D+00 1 0.100001D+01  0.992580D+00  0.282524D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.177946D+01  0.177946D+01  0.000000D+00  0.000000D+00 -0.267738D-02 -0.267738D-02
 0.874659D+01  0.000000D+00  0.000000D+00 1 0.100001D+01  0.993323D+00  0.280614D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.194079D+01  0.194079D+01  0.000000D+00  0.000000D+00 -0.301566D-02 -0.301566D-02
 0.816740D+01  0.000000D+00  0.000000D+00 1 0.100001D+01  0.993915D+00  0.278802D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.209250D+01  0.209250D+01  0.000000D+00  0.000000D+00 -0.330593D-02 -0.330593D-02
 0.763145D+01  0.000000D+00  0.000000D+00 1 0.100001D+01  0.994373D+00  0.277117D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.223073D+01  0.223073D+01  0.000000D+00  0.000000D+00 -0.350169D-02 -0.350169D-02
 0.713550D+01  0.000000D+00  0.000000D+00 1 0.100001D+01  0.994711D+00  0.275592D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.235273D+01  0.235273D+01  0.000000D+00  0.000000D+00 -0.354438D-02 -0.354438D-02
 0.667657D+01  0.000000D+00  0.000000D+00 1 0.100001D+01  0.994946D+00  0.274230D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.246018D+01  0.246018D+01  0.000000D+00  0.000000D+00 -0.359686D-02 -0.359686D-02
 0.625191D+01  0.000000D+00  0.000000D+00 1 0.100001D+01  0.995086D+00  0.272985D+00  0.000000D+00  0.100001D+01  0.100000D+01  0.000000D+00  0.000000D+00 -0.255379D+01  0.255379D+01  0.000000D+00  0.000000D+00 -0.376535D-02 -0.376535D-02
