variables = "X","Y","Z","HL","rh","u","v","w","p","T","vor_x","vor_y","vor_z","Vor","Q_x","Q_y","Q_z","Q_cri"
 zone i=         101  j=          81
 0.100000D+01  0.000000D+00  0.000000D+00 1 0.999838D+00  0.131899D+00 -0.369529D-01  0.000000D+00  0.999950D+00  0.100011D+01  0.000000D+00  0.000000D+00  0.272546D+03  0.272546D+03  0.000000D+00  0.000000D+00 -0.195712D+04 -0.195712D+04
 0.100100D+01  0.000000D+00  0.000000D+00 1 0.999846D+00  0.144885D+00 -0.451324D-01  0.000000D+00  0.999954D+00  0.100011D+01  0.000000D+00  0.000000D+00  0.228863D+03  0.228863D+03  0.000000D+00  0.000000D+00  0.125831D+04  0.125831D+04
 0.100208D+01  0.000000D+00  0.000000D+00 1 0.999833D+00  0.155281D+00 -0.347486D-01  0.000000D+00  0.999925D+00  0.100009D+01  0.000000D+00  0.000000D+00  0.199077D+03  0.199077D+03  0.000000D+00  0.000000D+00  0.744330D+03  0.744330D+03
 0.100325D+01  0.000000D+00  0.000000D+00 1 0.999837D+00  0.164913D+00 -0.274895D-01  0.000000D+00  0.999923D+00  0.100009D+01  0.000000D+00  0.000000D+00  0.170892D+03  0.170892D+03  0.000000D+00  0.000000D+00  0.395905D+03  0.395905D+03
 0.100451D+01  0.000000D+00  0.000000D+00 1 0.999843D+00  0.174609D+00 -0.229132D-01  0.000000D+00  0.999925D+00  0.100008D+01  0.000000D+00  0.000000D+00  0.145289D+03  0.145289D+03  0.000000D+00  0.000000D+00  0.183455D+03  0.183455D+03
 0.100587D+01  0.000000D+00  0.000000D+00 1 0.999850D+00  0.184818D+00 -0.199799D-01  0.000000D+00  0.999930D+00  0.100008D+01  0.000000D+00  0.000000D+00  0.123195D+03  0.123195D+03  0.000000D+00  0.000000D+00  0.106973D+03  0.106973D+03
 0.100735D+01  0.000000D+00  0.000000D+00 1 0.999856D+00  0.195811D+00 -0.174952D-01  0.000000D+00  0.999933D+00  0.100008D+01  0.000000D+00  0.000000D+00  0.104289D+03  0.104289D+03  0.000000D+00  0.000000D+00  0.829323D+02  0.829323D+02
 0.100894D+01  0.000000D+00  0.000000D+00 1 0.999862D+00  0.207649D+00 -0.148841D-01  0.000000D+00  0.999936D+00  0.100007D+01  0.000000D+00  0.000000D+00  0.882437D+02  0.882437D+02  0.000000D+00  0.000000D+00  0.719204D+02  0.719204D+02
 0.101066D+01  0.000000D+00  0.000000D+00 1 0.999868D+00  0.220425D+00 -0.119206D-01  0.000000D+00  0.999941D+00  0.100007D+01  0.000000D+00  0.000000D+00  0.746757D+02  0.746757D+02  0.000000D+00  0.000000D+00  0.647892D+02  0.647892D+02
 0.101252D+01  0.000000D+00  0.000000D+00 1 0.999874D+00  0.234284D+00 -0.862494D-02  0.000000D+00  0.999945D+00  0.100007D+01  0.000000D+00  0.000000D+00  0.632230D+02  0.632230D+02  0.000000D+00  0.000000D+00  0.542758D+02  0.542758D+02
 0.101453D+01  0.000000D+00  0.000000D+00 1 0.999879D+00  0.249314D+00 -0.526415D-02  0.000000D+00  0.999949D+00  0.100007D+01  0.000000D+00  0.000000D+00  0.540526D+02  0.540526D+02  0.000000D+00  0.000000D+00  0.415667D+02  0.415667D+02
 0.101671D+01  0.000000D+00  0.000000D+00 1 0.999884D+00  0.265523D+00 -0.199523D-02  0.000000D+00  0.999952D+00  0.100007D+01  0.000000D+00  0.000000D+00  0.477300D+02  0.477300D+02  0.000000D+00  0.000000D+00  0.331276D+02  0.331276D+02
 0.101905D+01  0.000000D+00  0.000000D+00 1 0.999888D+00  0.282911D+00  0.124560D-02  0.000000D+00  0.999954D+00  0.100007D+01  0.000000D+00  0.000000D+00  0.447004D+02  0.447004D+02  0.000000D+00  0.000000D+00  0.289188D+02  0.289188D+02
 0.102159D+01  0.000000D+00  0.000000D+00 1 0.999892D+00  0.301591D+00  0.455066D-02  0.000000D+00  0.999958D+00  0.100007D+01  0.000000D+00  0.000000D+00  0.452711D+02  0.452711D+02  0.000000D+00  0.000000D+00  0.280284D+02  0.280284D+02
 0.102433D+01  0.000000D+00  0.000000D+00 1 0.999894D+00  0.321702D+00  0.799869D-02  0.000000D+00  0.999960D+00  0.100007D+01  0.000000D+00  0.000000D+00  0.493623D+02  0.493623D+02  0.000000D+00  0.000000D+00  0.298923D+02  0.298923D+02
