 variables = "X","Y","Z","Cp","Cfx","Cfy","Cfz","Cf","T","u","v","w","yplus"
 zone i=         151
   1.00000000000000       1.665324653670056E-017  0.000000000000000E+000
  0.188538387018980       8.155565421416563E-003 -2.233318142356277E-004
  0.000000000000000E+000  8.378897235652190E-003   1.00019473655989     
  0.154135885575062      -3.115971707005948E-002  0.000000000000000E+000
   3.45597221517660     
  0.999001425599671       5.447267690042997E-005  0.000000000000000E+000
  0.163658699188090       7.588382832742164E-003 -4.133446235139272E-004
  0.000000000000000E+000  8.001727456256090E-003   1.00020050929534     
  0.142197755665828      -5.256074002335711E-003  0.000000000000000E+000
   3.26413900413212     
  0.997949997818270       1.116616879644300E-004  0.000000000000000E+000
  0.175282987803939       7.083091176990731E-003 -3.846158028790344E-004
  0.000000000000000E+000  7.467706979869765E-003   1.00020055785857     
  0.132715938855002      -5.146518496466341E-003  0.000000000000000E+000
   3.15357147486870     
  0.996843037128316       1.716701774105140E-004  0.000000000000000E+000
  0.185216679614996       6.646781898869715E-003 -3.599014439825197E-004
  0.000000000000000E+000  7.006683342852234E-003   1.00020086022317     
  0.124526685691429      -5.088469009390232E-003  0.000000000000000E+000
   3.05487737131655     
  0.995677746198344       2.346938777538863E-004  0.000000000000000E+000
  0.191986059471446       6.282484780744088E-003 -3.391702927352948E-004
  0.000000000000000E+000  6.621655073479383E-003   1.00020078602866     
  0.117688199584893      -5.058044291523293E-003  0.000000000000000E+000
   2.96996622486677     
  0.994451193364049       3.007928008083059E-004  0.000000000000000E+000
  0.196609491476693       5.984790846822330E-003 -3.219489385994763E-004
  0.000000000000000E+000  6.306739785421806E-003   1.00020044264397     
  0.112100116071399      -5.031815868552177E-003  0.000000000000000E+000
   2.89874292254532     
  0.993160320569400       3.701124539357903E-004  0.000000000000000E+000
  0.200534434779456       5.744650703102890E-003 -3.079950680589823E-004
  0.000000000000000E+000  6.052645771161872E-003   1.00020005984132     
  0.107592659794546      -5.007529598373658E-003  0.000000000000000E+000
   2.83999534065792     
  0.991801936040528       4.428260084685768E-004  0.000000000000000E+000
  0.204086048808222       5.553765455402599E-003 -2.966398589438848E-004
  0.000000000000000E+000  5.850405314346484E-003   1.00019977532782     
  0.104009742621205      -4.989183536610304E-003  0.000000000000000E+000
   2.79242397775250     
  0.990372703239448       5.189985854962523E-004  0.000000000000000E+000
  0.206322432556362       5.406912793695735E-003 -2.876201550744061E-004
  0.000000000000000E+000  5.694532948770141E-003   1.00019957453092     
  0.101253065179067      -4.981140276007311E-003  0.000000000000000E+000
   2.75527372923770     
  0.988869149734546       5.988289370959963E-004  0.000000000000000E+000
  0.207507476496858       5.298397957576035E-003 -2.807447842431284E-004
  0.000000000000000E+000  5.579142741819163E-003   1.00019946339341     
  9.921594825122312E-002 -4.978961107391823E-003  0.000000000000000E+000
   2.72750266680123     
  0.987287653567351       6.824581442352054E-004  0.000000000000000E+000
  0.207758092010181       5.221087330155636E-003 -2.753154394946277E-004
  0.000000000000000E+000  5.496402769650264E-003   1.00019916988518     
  9.776508302045978E-002 -4.970637350794717E-003  0.000000000000000E+000
   2.70755442459725     
  0.985624436699843       7.699165229630898E-004  0.000000000000000E+000
  0.208430466402888       5.166782237985434E-003 -2.713329033747827E-004
  0.000000000000000E+000  5.438115141360217E-003   1.00019899206511     
  9.674652544290327E-002 -4.955652433241618E-003  0.000000000000000E+000
   2.69345925672147     
  0.983875589210279       8.616377525778661E-004  0.000000000000000E+000
  0.208550611748024       5.127565587929199E-003 -2.677671999368330E-004
  0.000000000000000E+000  5.395332787866032E-003   1.00019878950746     
  9.601204017282335E-002 -4.926568670694432E-003  0.000000000000000E+000
   2.68324702436768     
  0.982037001885699       9.572376115019621E-004  0.000000000000000E+000
  0.211040087155425       5.096885681582153E-003 -2.649886330817777E-004
  0.000000000000000E+000  5.361874314663931E-003   1.00019883225616     
  9.543809335563372E-002 -4.891768057110163E-003  0.000000000000000E+000
   2.67523291915614     
  0.980104478202655       1.057699935824212E-003  0.000000000000000E+000
  0.213727953941998       5.072122735824476E-003 -2.620125468701854E-004
  0.000000000000000E+000  5.334135282694661E-003   1.00019888314561     
  9.497538741233219E-002 -4.855303077621775E-003  0.000000000000000E+000
   2.66876069392723     
  0.978073553669464       1.161948348956863E-003  0.000000000000000E+000
  0.214224805489948       5.055882507623609E-003 -2.595190550290658E-004
  0.000000000000000E+000  5.315401562652675E-003   1.00019879341515     
  9.467184672947229E-002 -4.834386652554026E-003  0.000000000000000E+000
   2.66451577996330     
  0.975939733923639       1.271478426898274E-003  0.000000000000000E+000
  0.214288083369638       5.048425105587590E-003 -2.576092329708073E-004
  0.000000000000000E+000  5.306034338558397E-003   1.00019877592213     
  9.453316376558091E-002 -4.815666813843547E-003  0.000000000000000E+000
   2.66258094895318     
  0.973698227034776       1.385180156087390E-003  0.000000000000000E+000
  0.214128316435335       5.046538903150987E-003 -2.556314484459301E-004
  0.000000000000000E+000  5.302170351596917E-003   1.00019871016749     
  9.449953522833755E-002 -4.787152942076305E-003  0.000000000000000E+000
   2.66211801293566     
  0.971344194597081       1.504258504303337E-003  0.000000000000000E+000
  0.214580522389042       5.047215348254527E-003 -2.539982474139315E-004
  0.000000000000000E+000  5.301213595668458E-003   1.00019881600626     
  9.451403217703300E-002 -4.759116854536232E-003  0.000000000000000E+000
   2.66232953438315     
  0.968872537262536       1.628001624485897E-003  0.000000000000000E+000
  0.214489011140131       5.050542829770759E-003 -2.520771713562546E-004
  0.000000000000000E+000  5.302620001127013E-003   1.00019893599601     
  9.457831761466480E-002 -4.730261392701242E-003  0.000000000000000E+000
   2.66324465379858     
  0.966278062333970       1.757096938973359E-003  0.000000000000000E+000
  0.215046972385153       5.057536931986527E-003 -2.505369866746161E-004
  0.000000000000000E+000  5.308073918661143E-003   1.00019917223561     
  9.471115281243582E-002 -4.707454187591917E-003  0.000000000000000E+000
   2.66512406172598     
  0.963555373647426       1.891373763395130E-003  0.000000000000000E+000
  0.215329166958554       5.068246026796759E-003 -2.487615117054812E-004
  0.000000000000000E+000  5.317007538502240E-003   1.00019932995757     
  9.491395038390651E-002 -4.680390356811897E-003  0.000000000000000E+000
   2.66798578904060     
  0.960698927782761       2.030904889090778E-003  0.000000000000000E+000
  0.216178564086022       5.081854169956291E-003 -2.472608360800754E-004
  0.000000000000000E+000  5.329115006036366E-003   1.00019956341227     
  9.517111918264470E-002 -4.654286493387767E-003  0.000000000000000E+000
   2.67160529565260     
  0.957703044267799       2.176098169407578E-003  0.000000000000000E+000
  0.216775779793807       5.095625231179192E-003 -2.453973513140995E-004
  0.000000000000000E+000  5.341022582493291E-003   1.00019973252996     
  9.543193999062280E-002 -4.616407728922912E-003  0.000000000000000E+000
   2.67526809641735     
  0.954561846157195       2.326415247496387E-003  0.000000000000000E+000
  0.217694882577007       5.107238820542246E-003 -2.434560863841985E-004
  0.000000000000000E+000  5.350694906926445E-003   1.00019995160709     
  9.565240870741198E-002 -4.574893016451179E-003  0.000000000000000E+000
   2.67835980409931     
  0.951269384357213       2.482757904136671E-003  0.000000000000000E+000
  0.218534036397159       5.116150080537801E-003 -2.411175372586301E-004
  0.000000000000000E+000  5.357267617796431E-003   1.00020014429106     
  9.582246367479225E-002 -4.527209048289824E-003  0.000000000000000E+000
   2.68074440304412     
  0.947819482538107       2.644120805717701E-003  0.000000000000000E+000
  0.219498227989561       5.122778869820510E-003 -2.385530189504196E-004
  0.000000000000000E+000  5.361331888770929E-003   1.00020034929666     
  9.594980644196235E-002 -4.475959235859034E-003  0.000000000000000E+000
   2.68253043442160     
  0.944205942257812       2.811651156899837E-003  0.000000000000000E+000
  0.220684548400868       5.127296561676949E-003 -2.357705955995686E-004
  0.000000000000000E+000  5.363067157276517E-003   1.00020058337896     
  9.603770281150326E-002 -4.421047573485114E-003  0.000000000000000E+000
   2.68376527107246     
  0.940422342196095       2.984205242399509E-003  0.000000000000000E+000
  0.221719015955159       5.130137979531118E-003 -2.326083168062774E-004
  0.000000000000000E+000  5.362746296337395E-003   1.00020078586360     
  9.609439820981593E-002 -4.359646911528821E-003  0.000000000000000E+000
   2.68456416077650     
  0.936462258150449       3.162718150678633E-003  0.000000000000000E+000
  0.223375043869282       5.131008694684220E-003 -2.294262892233113E-004
  0.000000000000000E+000  5.360434983907532E-003   1.00020109603766     
  9.611412232585193E-002 -4.297569068950603E-003  0.000000000000000E+000
   2.68484713985118     
  0.932319101600151       3.346467535361265E-003  0.000000000000000E+000
  0.224541727459609       5.130478665626615E-003 -2.256598292590194E-004
  0.000000000000000E+000  5.356138494885634E-003   1.00020131633262     
  9.610790752301901E-002 -4.227013548275742E-003  0.000000000000000E+000
   2.68476935226338     
  0.927986251584928       3.535462227755561E-003  0.000000000000000E+000
  0.226370096397886       5.129065733017208E-003 -2.221485292612567E-004
  0.000000000000000E+000  5.351214262278465E-003   1.00020164616442     
  9.608492108687566E-002 -4.160205740365237E-003  0.000000000000000E+000
   2.68445726450576     
  0.923457056336885       3.730240913818279E-003  0.000000000000000E+000
  0.227053354740065       5.127461757466678E-003 -2.178568843252375E-004
  0.000000000000000E+000  5.345318641791916E-003   1.00020176677155     
  9.605888275461053E-002 -4.080846143809127E-003  0.000000000000000E+000
   2.68410367838410     
  0.918724734063985       3.928866629792209E-003  0.000000000000000E+000
  0.229328470671817       5.125451795004549E-003 -2.140942854913426E-004
  0.000000000000000E+000  5.339546080495892E-003   1.00020215874984     
  9.602484491492769E-002 -4.008585356413413E-003  0.000000000000000E+000
   2.68363731753686     
  0.913782702004972       4.134308086652536E-003  0.000000000000000E+000
  0.230402402131404       5.122648327900812E-003 -2.092512631139216E-004
  0.000000000000000E+000  5.331899591014734E-003   1.00020233065693     
  9.597665033510425E-002 -3.918588741066914E-003  0.000000000000000E+000
   2.68297461393923     
  0.908624062312831       4.341309162270438E-003  0.000000000000000E+000
  0.231569796819031       5.120915840889225E-003 -2.043312098887976E-004
  0.000000000000000E+000  5.325247050778022E-003   1.00020249906352     
  9.594847287696931E-002 -3.828094363064305E-003  0.000000000000000E+000
   2.68259190196867     
  0.903242385263693       4.554834075679027E-003  0.000000000000000E+000
  0.234572060846403       5.117874678420287E-003 -1.998653126364674E-004
  0.000000000000000E+000  5.317739991056754E-003   1.00020297564168     
  9.589554820668580E-002 -3.741087520496726E-003  0.000000000000000E+000
   2.68186190416761     
  0.897630946103148       4.770477692087010E-003  0.000000000000000E+000
  0.235849189704140       5.112480396130808E-003 -1.940411072858446E-004
  0.000000000000000E+000  5.306521503416653E-003   1.00020312284216     
  9.579926799214880E-002 -3.631153831658182E-003  0.000000000000000E+000
   2.68052570650150     
  0.891783373400719       4.989646083122509E-003  0.000000000000000E+000
  0.239278109381758       5.104548744617939E-003 -1.893863817143128E-004
  0.000000000000000E+000  5.293935126332252E-003   1.00020365550293     
  9.565448907478061E-002 -3.542091509156622E-003  0.000000000000000E+000
   2.67851072233674     
  0.885693421287334       5.213290243712273E-003  0.000000000000000E+000
  0.240392209494530       5.096387597046213E-003 -1.829271368942913E-004
  0.000000000000000E+000  5.279314733940504E-003   1.00020379264155     
  9.550639089721813E-002 -3.423956996219628E-003  0.000000000000000E+000
   2.67644893331040     
  0.879354799790459       5.435549238576376E-003  0.000000000000000E+000
